"Business Objects for: "	Lead and Opportunity Management
"UML Type"	"Business Object"	"Supertype"	"Attribute"	"Description"	"Data Type"
Class	WithdrawalServiceArrangement	""	""	"An service arrangement which specifies the acceptance of withdrawals, accompanied by the modalities to withdraw money. . "	""
Attribute	WithdrawalServiceArrangement	""	WithdrawalType	"The type of withdrawal transaction that can be applied to the account (e.g. customer withdrawal, internal service charge, disbursement)"	
Attribute	WithdrawalServiceArrangement	""	WithdrawalLimit	""	
Attribute	WithdrawalServiceArrangement	""	WithdrawalLimitType	""	
Attribute	WithdrawalServiceArrangement	""	WithdrawalLimitHandling	"Handling options in case a withdrawal results in exceeding the agreed limit"	
Class	WithdrawalServiceArrangement	SavingsAccountArrangement	""	"An arrangement defining the applicable features for a savings account agreement. . . The arrangement type is one of those possible/mandatory for the sale of a savings account product. The actual arrangements are a selection of those offered under the savings account product. "	""
Class	WithdrawalServiceArrangement	LoanArrangement	""	"An arrangement defining the applicable features for a loan account agreement. . "	""
Class	WithdrawalServiceArrangement	NonCashServiceArrangement	""	"ServiceArrangement defined for non-cash financial instruments like SecuritiesDepositArrangement, ..."	""
Class	WithdrawalServiceArrangement	ServiceArrangement	""	"An arrangement into which is promised to deliver a specific service.. . Comment: Most service arrangements are instantiations of Product Services"	""
Class	WithdrawalServiceArrangement	TermDepositArrangement	""	"An arrangement defining the applicable features for a Corporate Deposit Agreement. . . "	""
Class	ProductFeature	""	""	"A detailed characteristic of a product expressed in offered services and the terms and conditions applicable to the delivery of the services."	""
Attribute	ProductFeature	""	ProductFeatureType	"The type or category of product/service features"	ProductFeatureType
Attribute	ProductFeature	""	ProductFeatureSpecification	""	String
Class	Agreement	""	""	"A formal or informal common understanding between two or more (legal competent) parties concerning one or more subject matters expressed in a set of arrangements, terms and conditions. (adapted from Legal System and FIBO) "	""
Attribute	Agreement	""	AgreementSignedDate	"Date on which the agreement was signed by all parties. (ISO20022)"	Date
Attribute	Agreement	""	AgreementType	"Specifies the category of agreement. Agreement type is very often referred to product. But, the term product does not cover all kinds of agreements. An Agreement can be subtyped from the perspective of various aspects of interest. One can classify the agreement from the perspective of format type (e.g., verbal agreement, written agreement). Other one can classify agreement based on duration like short-term agreement or long-term agreement."	AgreementType
Attribute	Agreement	""	AgreementValidityPeriod	"Period during which the agreement is valid. "	DateTimePeriod
Attribute	Agreement	""	AgreementVersion	""	String
Attribute	Agreement	""	AgreementStatus	"A characteristic of agreement which refers to the LifecycleStatus of agreement (e.g., potential, offered, confirmed, completed, signed, terminated)."	AgreementLifecycleStatus
Attribute	Agreement	""	AgreementSubjectMatter	""	String
Attribute	Agreement	""	AgreementIdentification	"The identifier of agreement like Agreement Number, Contract Number, Contract Registration Number, etc. "	Identifier
Attribute	Agreement	""	AgreementDate	"A characteristic of agreement which refers to 1) LifecycleDate of agreement (e.g., SignedDate, TerminatedDate, FulfilledDate) OR 2) ArrangedDate of agreement (e.g., StartingDate, EndingDate, ValidityPeriod, EffectiveDate)."	DateTime
Class	RepaymentInstruction	""	""	"An instruction by the Bank to the customer to of pay back money.. "	""
Class	RepaymentInstruction	MoneyTransferInstruction	""	"Instruction to execute a payment from a payer to a payee"	""
Class	FeeArrangementFulfillmentEvent	""	""	"An even that triggers the fulfilment of a fee arrangement."	""
Attribute	FeeArrangementFulfillmentEvent	""	FeeAmount	"Amount of fee that is charged. . . Amount of money that results from the application of an adjustment (charges. fees, discount or allowance) to the amount due. (ISO20022)"	String
Attribute	FeeArrangementFulfillmentEvent	""	FeeDueDate	"Date on which the fee needs to be paid."	String
Attribute	FeeArrangementFulfillmentEvent	""	FeeEventDescription	"Information about the fee transaction, such as reason, period, applied formula... "	String
Class	FeeArrangementFulfillmentEvent	ArrangementFulfillmentEvent	""	"The fulfilment of the engagements (obligations/rights) taken in an arrangement"	""
Class	LoanAgreement	""	""	"Definition:. A (Debt) Agreement into which is arranged that a party (lender) is giving money or financial instruments to another party (borrower) in exchange for future repayment of the loan value or principal amount, along with interest or finance charges. . . Comment:. A loan may be for a specific, one-time amount, or it can be available as an open-ended line of credit up to a specified limit, or any other variation.. A classification of any agreement that provides funds to an entity in return for a promise from the entity to repay a lender or investor in accordance with terms and conditions of a contract. . "	""
Attribute	LoanAgreement	""	LoanTermAndCondition	"Term and condition to govern the use of loan product and the loan agreement in general."	Condition
Attribute	LoanAgreement	""	LoanAmount	"Amount of money promised to be borrowed."	String
Class	LoanAgreement	Agreement	""	"A formal or informal common understanding between two or more (legal competent) parties concerning one or more subject matters expressed in a set of arrangements, terms and conditions. (adapted from Legal System and FIBO) "	""
Class	LoanAgreement	ProductSalesAgreement	""	"An agreement between a bank and its customer for a sold product. "	""
Class	LoanAgreement	BankingProductAgreement	""	"An agreement with subject matter banking services."	""
Class	RepaymentModality	""	""	"The specification of the set of parameters used to calculate a repayment amount."	""
Attribute	RepaymentModality	""	RepaymentSchedule	"Timing modality for repayment."	String
Class	CollateralAgreement	""	""	"An Agreement between two trading parties whereby one or more Assets are provided by a debtor as security for a payment or repayment of one or more obligations. (BIAN). . Comment: The subject matter of the agreement is "securing payment". The most important arrangements are the collateral arrangements. But in the agreement are also price arrangements, period arrangements, fulfillment arrangements etc. agreed."	""
Attribute	CollateralAgreement	""	CollateralAgreementIdentifier	"An identifier that allows to uniquely refer to an instance of a Collateral Agreement.. "	String
