"Business Objects for: "	Fraud Diagnosis
"UML Type"	"Business Object"	"Supertype"	"Attribute"	"Description"	"Data Type"
Class	Procedure	""	""	"A step-by-step sequence of activities or course of action to perform a supporting office activity within the enterprise.. . A procedure is a series of steps, taken together, to achieve a desired result. . . Procedure as Generic Artifact: The performance of a supporting office activity within the enterprise (not product/service fulfillment specific)"	""
Attribute	Procedure	""	ProcedureType	"A Classification value that distinguishes between the type of process undertaken within Procedure"	ProcedureType
Attribute	Procedure	""	ProcedureDateTime	""	DateTime
Attribute	Procedure	""	ProcedureRequest	"Request to process something (most refers to Asset Type)"	Instruction
Attribute	Procedure	""	ProcedureSchedule	"Timetable to process something (most refers to the Asset Type)"	Schedule
Attribute	Procedure	""	ProcedureStatus	"The status of  Procedure. "	Status
Class	Workstep	""	""	"A course of action must be followed to execute the procedure. . . Worksteps as Behaviour Qualifier Type: The main worksteps to be followed in the execution of the procedure"	""
Attribute	Workstep	""	WorkstepResult	""	String
Attribute	Workstep	""	WorkstepType	"A Classification value that distinguishes between the type of workstep undertaken within Procedure"	WorkstepType
Attribute	Workstep	""	WorkstepDescription	""	Text
Attribute	Workstep	""	WorkstepDateTime	""	DateTime
Attribute	Workstep	""	WorkstepStatus	""	Status
Class	Session	""	""	"The operation of a system -- typically an automated system -- for a bounded period of time.. . Semi-permanent container of state for an information exchange with a system.. . Time-bounded, temporal unit of context and continuity, identifying a unit of work.. "	""
Attribute	Session	""	SessionDuration	"The time the session was active"	Duration
Attribute	Session	""	SessionDateTime	"Key dates and times for the session"	DateTime
Attribute	Session	""	SessionStatus	""	Status
Attribute	Session	""	SessionType	"Specifies the classification of session like Customer Contact Session, Channel Operating Session, Device Operating Session, etc."	SessionType
Attribute	Session	""	SessionScheduel	""	Schedule
Class	CardPaymentTransaction	""	""	"A payment transaction initiated by a payment card. . . 'Card-based payment transaction means a service based on a payment card scheme's infrastructure and business rules to make a payment transaction by means of any card, telecommunication, digital or IT device or software if this results in a debit or a credit card transaction. Card-based payment transactions exclude transactions based on other kinds of payment services. (PSD)"	""
Attribute	CardPaymentTransaction	""	CashBackAmount	"Amount added to the total price of the transaction and received in cash by the customer. (ISO20022)"	String
Attribute	CardPaymentTransaction	""	MerchantLocation	"Place where the merchant actually performed the transaction. (ISO20022)"	String
Attribute	CardPaymentTransaction	""	DebitCreditDirection	"Specifies the direction of a payment. (ISO20022)"	String
Attribute	CardPaymentTransaction	""	TransactionChannel	"Identifies the type of the communication channels used by the cardholder to the acceptor system. (ISO20022)"	String
Attribute	CardPaymentTransaction	""	PointOfInteraction	"Describes the Point of Interaction through which the payment by card was initiated. (ISO20022)"	String
Attribute	CardPaymentTransaction	""	TransactionDateTime	"Local date and time of the transaction assigned by the POI (Point Of Interaction). (ISO20022)"	String
Attribute	CardPaymentTransaction	""	TransactionEnvironmentType	"Indicates the environment of the transaction like Merchant, Private, Public, Branch."	String
Attribute	CardPaymentTransaction	""	MerchantCountry	"Country of the merchant where the transaction took place. (ISO20022)"	String
Attribute	CardPaymentTransaction	""	CardNetwork	"Network used for handling the card payment transaction."	String
Class	CardPaymentTransaction	MoneyTransferTransaction	""	"Transfer of money between two parties and/or accounts"	""
Class	CardPaymentTransaction	PaymentTransaction	""	"An act, initiated by the payer or payee, of placing, transferring or withdrawing funds, irrespective of any underlying obligations between the payer and payee (a proposed definition for BIAN BOM adapted from PSD). . "	""
Class	ECommerceGatewaySession	""	""	"The operation of e-commerce Gateway Service/System for a bounded period of time. "	""
Class	ECommerceGatewaySession	Session	""	"The operation of a system -- typically an automated system -- for a bounded period of time.. . Semi-permanent container of state for an information exchange with a system.. . Time-bounded, temporal unit of context and continuity, identifying a unit of work.. "	""
Class	ECommerceGateway	""	""	"A system for processing of e-commerce transactions for authentication, authorization and capture of the financial transactions.. . An ecommerce payment gateway is a service that authorizes credit card payments and processes them securely with a users merchant account."	""
Class	ECommerceGateway	System	""	"Set of integrated applications that provides centralised services such as clearing, netting, reconciliation, trading and/or settlement. (ISO20022)"	""
Class	System	""	""	"Set of integrated applications that provides centralised services such as clearing, netting, reconciliation, trading and/or settlement. (ISO20022)"	""
Attribute	System	""	SystemAccessSchedule	"The time schedule that system services are available for use."	String
Attribute	System	""	SystemType	""	String
Class	PaymentTransaction	""	""	"An act, initiated by the payer or payee, of placing, transferring or withdrawing funds, irrespective of any underlying obligations between the payer and payee (a proposed definition for BIAN BOM adapted from PSD). . "	""
Attribute	PaymentTransaction	""	PaymentTransactionType	""	PaymentTransactionTypeValues
Attribute	PaymentTransaction	""	PaymentTransactionAmount	""	PaymentTransactionAmount
Attribute	PaymentTransaction	""	PaymentTransactionIdentifier	"An identifier that allows to uniquely refer to a Payment Transaction."	String
Attribute	PaymentTransaction	""	PaymentTransactionUsedMechanism	"The payment mechanism the bank decides to use in the transaction to execute a payment instruction "	String
Attribute	PaymentTransaction	""	PaymentTransactionDateTime	""	PaymentTransactionDateTime
Attribute	PaymentTransaction	""	PaymentTransactionPurpose	""	String
Attribute	PaymentTransaction	""	PaymentTransactionStatus	""	String
Attribute	PaymentTransaction	""	PaymentTransactionAppliedFee	""	PaymentTransactionAppliedFee
Attribute	PaymentTransaction	""	PaymentTransactionCurrency	""	PaymentTransactionCurrency
Class	PaymentTransaction	MoneyTransferTransaction	""	"Transfer of money between two parties and/or accounts"	""
Class	PaymentTransaction	Transaction	""	"A planned or performed action in the context of concluding or fulfilling an agreement. . . Act to do something."	""
Class	PaymentTransaction	FinancialTransaction	""	"A transaction that changes the financial position (the status of the finances) of involved party.. "	""
Class	PaymentService	""	""	"According to the payment services directive (PSD), the following activities, when carried out as a regular occupation or business activity, are payment services:. 1. Services enabling cash to be placed on a payment account and all of the operations required for operating a payment account; . 2. Services enabling cash withdrawals from a payment account and all of the operations required for operating a payment account; . 3. The execution of the following types of payment transaction:. - direct debits, including one-off direct debits; . - payment transactions executed through a payment card or a similar device; . - credit transfers, including standing orders; . 4. The execution of the following types of payment transaction where the funds are covered by a credit line for the payment service user: . - direct debits, including one-off direct debits; . - payment transactions executed through a payment card or a similar device; . - credit transfers, including standing orders; . 5. Issuing payment instruments or acquiring payment transactions; . 6. Money remittance; . 7. The execution of payment transactions where the consent of the payer to execute the payment transaction is given by means of any telecommunication, digital or IT device and the payment is made to the telecommunication, IT system or network operator acting only as an intermediary between the payment service user and the supplier of the goods or services. "	""
